T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,1,4.1337886884813475,5.184450342931383,4.384551257389304,7.726423971849114,4.274521628259745,3.5527549724854124,8.331224302388161,3.3671875545121037,7.7686293377035955,7.157611036526341
2,3,4.544473668071934,5.634889574162674,3.273436526823759,6.794501185338377,2.9866343525231995,4.234085068999285,6.671359126156879,4.024641367029339,10.386260250374896,3.8528086074330434
3,8,2.8141377744443217,2.8234005139071634,3.143233694301524,2.660578485160217,5.584133429188263,6.464682999281544,6.763376964579227,6.987753585650254,6.684175157473853,7.168988652259832
4,12,7.061907259436411,5.082496981122799,2.0675463304557993,4.450652628719618,8.757652389854954,7.914069682902558,2.623262734895704,3.0956408368704516,5.352216122039797,6.383566625627781
5,14,5.075778738052044,6.174576310229588,7.5602718830568,4.2655485021622885,7.037580247617795,5.3813813408595,3.1067959207532594,3.2150698707237804,5.111777149113559,3.7350815575653735
6,10,3.8494251590330624,3.194552923848003,3.3366526259482785,6.776882186232241,4.628893653364401,3.4523516431581442,6.6029465065772515,9.8171201688858,2.9947408507260738,5.222835424200903
7,6,2.427750576229979,4.1490012125576055,2.076775824998359,5.273835228088736,4.946110846397697,5.237541408735645,3.977082063329517,6.441766638854236,5.462546004495806,4.341801850617465
8,11,2.312478040684954,7.153092221189662,3.129836582187753,6.807674939665319,7.401306931524749,6.415699701903982,7.094308390244292,7.273208624601971,4.546237988801483,2.775022606547945
9,10,6.883384515311812,6.878938745685523,3.7252878524174258,6.06048449114941,5.787212827139677,7.207530160832267,5.179787218389363,3.024177869578474,7.146016113131458,5.371210282571745
10,5,7.644010214808533,5.249576563934327,5.088519803221759,4.08569960383696,8.847361743350278,8.968940228909652,7.873183636267745,7.945964276646892,5.31086873610046,3.242180850990936
11,2,7.9646121240340015,5.690282865441202,8.799414868756232,4.299501834229705,2.945571296194557,6.032627116331325,2.137057387811144,8.185389440552623,7.920443542669911,3.341788584697065
12,5,6.926807680300041,9.025620905818364,3.370837799849921,6.342621854988218,8.735534877954334,7.581489101879659,7.566756329951771,5.113164170748693,5.478907524456772,7.135333496488029
13,2,5.023947547147135,3.3593983967115912,6.908500285276758,5.877977151198056,7.344626878046921,5.374696010522838,6.077293330955647,7.086058196247601,7.238175665835417,4.526851659414302
14,3,5.973391809358176,4.449673246609358,2.2460087195717953,3.8771852305073935,7.021900450958495,2.477252787495203,4.564238653359876,3.2731181530160396,7.118048270253971,2.3037576013019323
15,1,7.325697698783051,6.671409492090723,7.4326574904532485,6.025525616947497,3.1073606803893496,4.219182370248816,7.915628137239626,6.649774445622778,3.7896891890519546,4.001069606361638
16,0,4.096927894247719,4.407151128266141,3.4806009028746723,5.4314312089871715,7.314762748541473,5.3004693445071425,3.000857982520647,4.260121486898595,6.571978463576864,5.076637502132565
17,0,5.653604806256271,4.128437064040831,3.6189936838687338,6.715743148493428,5.451791262093715,4.9782540839319545,7.192567394105484,7.173560465224905,6.4572503228538745,4.015234545519057
18,0,8.12215040595299,8.014079258271504,11.037494893690116,5.16192521494805,5.801615950535858,5.516287459997158,5.771278796676561,5.821925406286034,8.281167941360442,7.073058375126795
19,0,2.4303319477649117,5.781744263476933,6.053387148950515,7.398077167327934,7.048797041019398,6.633196604952174,7.169938867187671,7.189938665120513,6.151682839592679,8.520028138591185
20,0,5.072728754912707,8.09281164790722,3.5086342852643746,3.232566379705122,6.678742909323769,3.2831453981834033,6.648355581023976,6.549005396755749,3.620351321875358,2.1653003127442063
