T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,2,2.164952292224498,5.250732381896016,10.670351768053969,3.8030774519398998,8.835977939845458,4.287277362549082,4.954546512288613,4.1615823627228155,7.191892785573845
2,6,4.193823052464854,2.2587895640810016,4.260467579462623,9.744786568396503,3.562735388912666,7.077103281198524,5.103633285794978,3.4768932222924342,2.1399311693611347
3,5,6.021176543424075,5.487749885392837,6.655640158782333,3.947635805070734,12.177725826083279,4.024304985005558,3.1056828887272974,2.0426942187326764,5.321784894487618
4,10,6.714419293121643,4.230931108460487,4.0852275017809365,2.840665907667605,7.896774149906862,7.805937841821993,2.127931756330339,6.390015522113229,2.149544821475494
5,9,2.7351714653322237,4.886945452443084,7.646441832911672,2.230773543134464,6.817503514371296,6.2772498570362,3.2162869210726552,2.7699327508109812,3.1746945324506592
6,18,6.359620144743461,6.388264588728237,6.038827397126688,4.595849474341645,6.747128375592608,6.205461056170029,3.0450497611211316,7.046591296444883,7.610129879442409
7,12,3.897396883930208,7.550220083172105,4.10678435581172,2.790150960148305,7.032151542020567,8.369418104602104,2.6022126828274477,7.638690115656848,4.990939280545085
8,12,6.092739413590293,6.767144145318652,6.666114120934922,5.114159689048098,6.696117668816742,5.241044424807059,3.56800966508048,4.136663189580098,5.988325035878437
9,13,8.993584850171013,7.8184442052236856,3.678859255036956,6.759939275202305,4.681201461947854,6.239878213521624,3.9821093429188292,7.708367707535045,4.920768069622186
10,7,6.851828084986853,6.129168686837216,5.219866402568422,3.199280544611658,8.246458873241755,3.7907914745709976,6.679958076487801,7.622983138135324,6.373494320877651
11,4,5.5423651315068785,6.150797611093605,3.5483375832325073,4.556156681076992,2.511510986755548,7.3408667216544,4.755266084719091,6.240392139681543,7.580912053605107
12,1,6.761720666056933,6.779505472547372,4.66984958828231,6.642937409727422,8.871043885344921,7.382823747675893,6.666591726116048,5.253376723668119,4.518771562018483
13,1,2.7885284475012613,4.118309478003784,8.115038420133946,6.724216869900791,7.038521797607537,3.358173793230993,4.4306100984811385,5.109383172601895,6.164648294223746
14,2,2.100922529241586,3.651812222857929,2.653318425508756,4.342725080277075,5.9567527579468225,7.257274863425273,5.688536200438018,4.097670040103213,5.770817858492224
15,0,3.847950094103516,2.486957892253799,3.41331835039723,7.739384134799456,7.6518002288416005,7.551771344691587,2.6770780930216738,2.042506142227922,7.306585648380051
16,0,4.399674384519648,5.084445879216802,5.105593493726508,7.207119601517901,2.0798475703267285,6.471404099748373,7.867503993700401,4.1986091685033236,4.044736541691902
17,0,4.02090587598503,9.451838440444066,6.331506111061188,3.5522390429428583,6.096306800693135,3.7786119842706047,8.456992763271714,7.138278056292993,4.506233510657115
18,1,4.930181988335716,6.127879252000523,4.689492948123768,3.7131745443057604,2.764367711923782,5.061604262070261,4.830835153909983,7.879440869196783,3.598906398251459
19,0,4.5859554740191,6.937830073270667,8.37586359981366,5.314330545852476,3.354537761408433,6.362883994369379,2.141575147922932,4.431408647541654,6.2304966530471
20,0,3.3762839149198838,6.8867348910180946,7.17359543011285,7.084329351687932,6.235470869356704,8.174962899198547,3.3093351591604203,7.688415052523892,2.2991702020086326
