T,FC,x1,x2
1,0,7.9837565433296795,5.001734102803967
2,1,4.034836297090756,4.786372330823378
3,3,6.1186682867455495,5.205069932646692
4,2,3.3004829731958765,6.288487014761484
5,2,5.024621828740581,6.0786497377141595
6,3,3.450018329853092,4.204630345702306
7,5,5.540771897118999,6.077387242584537
8,8,6.376288782392456,4.387665337136627
9,7,6.949597550197453,7.204747353031918
10,3,3.354685285563762,5.661292208081225
11,5,3.8148644859159857,7.1230667414942435
12,5,8.170536016432166,6.0046636177135255
13,6,3.555597946922481,7.194113244523416
14,6,3.246308884208928,7.1115468489868805
15,4,7.386097721578153,4.289959740816352
16,1,3.5565093935722407,2.359397173736985
17,2,5.034749757532248,5.886348666988199
18,5,7.159600659022936,6.600262984398613
19,2,3.3900125135169006,9.026922217715166
20,0,2.4259773254072154,8.662027127655287
