T,FC,x1,x2,x3,x4,x5
1,0,5.334261275422092,6.0258563032291965,7.843925264814078,6.81977744282066,5.298202647528065
2,3,4.416623311702514,6.254437572878112,4.395751547728852,3.6464068906810057,3.001988437364742
3,9,9.17916626414463,5.566466516979265,4.6175829128154975,4.625934932109148,2.3051210863638842
4,5,7.393859288907586,5.696817489189435,7.748153658608732,4.001942911680266,3.072659553036497
5,2,2.7514668273448954,12.408465656514181,11.432796724178704,4.555360481371715,2.378806773353991
6,4,6.0250682323243945,2.8615795538429496,6.536026675488993,2.863946839373666,3.032633524959456
7,15,8.597944042143979,6.5005954010401386,7.871114384016539,7.526669378606586,5.315985088966974
8,7,8.11121438060675,4.006163265318097,6.224928250593796,3.1705252687235683,7.178443338594037
9,5,7.95703320103947,4.146067322063794,5.716591539204131,6.623716401841362,3.2562355122970112
10,7,5.2877628016092615,5.959561479150798,5.052336241504073,5.126697400878419,3.0630759606885962
11,5,7.857397962263255,4.2334486231680675,6.66603972639069,6.755105007976622,5.634561083152821
12,4,6.500171450020436,6.296411017770432,7.427785689096779,3.3242508918263978,5.02631392921049
13,6,2.004512133950095,2.647820342031706,4.861653016690448,6.450321025686142,6.153930717068547
14,9,9.187421482889862,4.7218292532698705,8.803348885487566,6.266791194958013,6.54872477274446
15,1,4.641349491540077,4.634335441424404,5.780686980238743,4.437858013977292,6.148403608176008
16,6,6.793591948996767,4.2924344369658645,6.053176867694843,4.0057684315185735,4.36177858079791
17,1,8.301417337062599,4.013677263594543,12.033704993652528,5.202417119144114,3.615771322156296
18,1,5.7851695482367065,4.198246716849709,6.447797594257711,8.391626374599742,2.2601690256229174
19,2,5.086288546583906,4.615109859453915,5.032563111871612,4.150861102197516,10.49702771470718
20,2,6.738376581528154,4.771032440297067,5.8268330882926325,2.191867219837923,7.095057474063486
