T,FC,x1,x2,x3,x4
1,1,6.235790735694493,10.403379743683203,4.12757801889455,7.609989511347362
2,2,3.1319011102108485,8.514402885478233,2.6853682897022284,11.421721427527647
3,4,3.1528564959986847,4.35878588868348,7.428805834529312,5.08584651570615
4,2,4.560655362626897,7.290962102430456,2.8883816535818285,5.409853826337531
5,4,2.059442513140917,6.095447793594525,5.098473981706043,4.069117279353099
6,2,7.573651710303456,3.1316192135672303,6.3939138003702976,5.700023451236331
7,9,5.530992184287264,6.154967810587581,6.660747411399173,7.331081812458455
8,9,7.8177659515066305,5.099781032853579,2.2308923443005395,8.71633261863863
9,6,3.421627201992883,5.667941945360001,7.893005921289473,3.3739885868340327
10,7,4.029400859510373,2.642520298010755,4.401690938029442,8.086246557599043
11,8,6.399106733700646,5.902369070728688,5.346891844744737,6.582848362216198
12,11,3.014007931220826,6.288775596982338,6.2573158556101465,7.910481296069742
13,5,5.151901975440931,7.45317352515538,4.499299440980096,3.343582615845167
14,2,8.109842044932323,3.1202124095516934,5.688960270612076,7.826595970719297
15,0,3.448829908097051,5.193554138427202,4.499380755411419,3.0441262769267396
16,2,5.3820660963773985,5.408873547270666,3.3418684347062424,7.302218720267482
17,5,8.090235050935206,8.40826839229306,5.706196076948466,5.300154918829862
18,1,3.4183581343535216,5.019419580896763,2.158803534560508,8.16654836845246
19,0,6.829141025773936,5.51642595549551,3.0401358004363424,5.367263313722212
20,1,3.4723539094741644,5.971673834393853,7.20955374002337,3.570583851201793
