T,FC,x1,x2,x3
1,1,3.247455956258868,7.325522779713963,3.2687856237621116
2,1,6.990633580206089,3.7102978137280447,6.274100987465884
3,2,4.299094171710669,4.135005856771719,6.006813595878416
4,5,7.370615580332211,4.9833348483629525,7.414873674586926
5,7,4.548255308263535,7.782790289392538,3.533487688283818
6,6,3.054432041619693,2.0766652769581113,2.0798346449279124
7,2,6.275809964907401,5.74276642289533,7.47917356086068
8,8,6.05573333045859,4.499012293799744,4.257392040363832
9,6,4.035903199399081,8.123966567446747,2.4433258765106087
10,5,8.131692398719474,8.530037180303605,2.1601830886532762
11,6,5.9780071955269465,7.128762818717544,3.5033767881124
12,8,6.268914141808379,9.189799620961853,6.913444180259383
13,8,2.3516548235977783,4.500003347407369,7.346407107351475
14,7,5.512470457223305,4.22257434266342,5.773203467401442
15,6,7.782091118452747,4.375597914586927,5.184340206634753
16,4,3.955803935389471,2.383469540418618,2.845028603471814
17,4,7.5511163079037456,2.4390571042160443,6.2862464518478705
18,7,2.0815110160736423,5.23011620889173,4.313018023032511
19,3,6.784058984271315,3.3219913268610584,2.400751784956319
20,3,2.7656371644340165,5.142004894652714,6.158323680225847
