T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,3,3.404224741767685,3.9854795659351834,2.399359607867808,7.3263359889340745,3.364049261197155,2.925986558283881,5.710586622809015,7.286630457812354
2,4,5.306901692849218,4.168336154304921,3.6120553834489577,6.203523339368337,7.31127953270255,2.001482322580832,8.314723966866772,6.713342820347324
3,3,7.320020320412059,6.812532112727171,3.1574619226520184,2.5650634050226855,2.682003227110489,5.125487069255463,7.516074983851231,7.241991025696159
4,3,5.298807641534089,3.2659981953912034,4.305338179135665,5.434261520368536,4.229811409389857,6.065495331082947,3.766335049255809,8.98706729638098
5,5,2.3977045227979503,4.92937047635105,7.535375086365608,4.100886668486168,3.0008124299954506,2.3717606492451035,6.5478686596896125,3.4718046260646434
6,11,2.5834126959380246,9.20574347047758,7.085756990629847,5.039922516033511,4.26042262869991,5.45439873949368,3.7137734560756224,6.7222889081625885
7,9,4.175852315698815,7.3342246495871875,3.7831319243653194,5.30961547234055,5.030281088209129,6.254271891607468,4.341676712326891,4.404415427862108
8,18,5.111460352277066,7.185596829777275,8.78577610487707,8.411140845117435,5.356207375188104,4.281167800243392,7.019905701426216,5.386583125569485
9,8,8.199032069921971,7.1837003313993515,2.234319464895383,6.752744619183002,5.7111090541557346,5.486801843890309,7.613571979385144,2.2785353411302425
10,17,7.236426219923642,4.022839544648667,7.059918873303977,8.495995799200365,8.54688476394414,7.787211606749024,3.6546668723695275,7.085897922618726
11,5,2.0464148507816624,6.856238846953447,5.548548879895032,7.327195578633295,3.0121992964281015,2.763262985993802,2.4192114063946843,7.39453826922059
12,5,7.33866832141613,3.600692111385552,6.54125280680949,8.062689309836054,6.829119368663416,8.078109309302496,3.6739802952297334,2.066785004446418
13,5,4.873256021005291,4.075759569489737,4.211701781977269,7.746876400533697,2.234669694948643,2.128827144191593,5.298201308566657,9.084220813839792
14,3,3.7348483554286407,7.747355271039275,7.166596050992571,6.284320726786954,7.323739906501916,7.4344498839362565,7.464648774679741,9.80620316752972
15,3,3.1295507387905817,8.626524658416335,4.202311337896922,2.192596597133264,5.390861307811847,5.075074231928858,2.3281053195199783,7.646324619222557
16,2,7.27597426739957,6.423179249991926,3.026013444187736,5.958924037608727,5.71714676181005,9.130730782704196,7.176514416112454,6.549284430700802
17,2,3.3791761813103034,3.578232517836657,7.256624972585396,8.733597552734963,6.111318400274078,6.081561506414212,8.667967640698132,7.164113474588367
18,1,4.184476341568407,9.918731865671031,4.462557048621709,4.793673038501481,5.634419666737427,6.121410771981056,3.041205369234507,2.3425126484597905
19,0,4.927119757839807,7.342235055366904,6.3242242909912525,7.115021968219488,7.832875668631016,7.28179938765963,8.113350473501315,3.715937816976344
20,1,7.284232585628164,8.445626956586311,4.044628957033835,4.01721398530729,5.3129973592268005,3.4064499807465882,7.064320889542883,6.093102050471335
