T,FC,x1,x2,x3,x4,x5,x6
1,0,7.036507316868986,2.4693116259773666,4.2179021926317155,6.535740846554699,5.971430197519079,2.840815967148643
2,0,6.46239574458614,7.2090713241472955,2.4729096859766044,6.154968177757874,2.2520953953293663,5.223317797917188
3,3,4.290645732214951,2.367421073055672,8.135748352275911,4.497527522307752,4.232707506681038,3.740515745799102
4,7,8.092411932532826,3.0104212634515237,6.425610719563428,6.328140847090299,7.847581314083628,8.434979139910071
5,8,5.373526363963509,5.612670069515797,7.01166949809283,4.158148112295548,3.1987973861613317,3.846123972239865
6,7,9.002366901431134,7.4405928661828495,5.230169935650596,2.9046018283252297,4.578909703011462,8.394830816485163
7,6,4.361724136666711,4.258154171186147,5.883583978233924,3.4623748271017987,2.2910744957974436,5.90533555154798
8,13,6.473628178469227,5.051336742458203,3.4500356100077996,2.321579577330799,6.383345030997524,5.03461966580066
9,8,5.356382768642257,7.410736185182568,5.929649586629299,2.3322099938536414,4.006904830486196,3.0305280176295826
10,9,5.210044723573106,6.0484486164965965,6.003619365903916,5.557055709785652,5.116905169397867,3.2977159719963827
11,5,5.354904093138878,7.258001028316865,5.9967992970851585,2.03705169116146,3.9208980986792272,6.063296510446875
12,7,8.087159784407492,7.140877983213313,7.049781320177001,6.40932022260294,2.452805133970395,4.0049738628744995
13,6,4.508603855687817,2.280901974729939,5.5305351235461355,6.654623920122371,7.4640706069827125,2.2336173813028397
14,8,7.190543119283138,5.938779036700815,2.157719131379701,5.301510975654814,5.317739639448761,4.259239664971223
15,10,5.105935617475138,5.223482490740057,5.242154051901624,6.956424021453463,6.253929080086635,4.01141053888509
16,4,6.708637867859959,7.280588428702472,9.099712744506933,6.400306783478166,6.729766346196104,5.221382173294149
17,4,6.5509493220692585,6.460344027794979,5.133331054025159,8.773418533560717,3.613734318341156,2.9589777537124853
18,4,7.381152206805477,6.435785088907922,4.560845598169868,8.265557230191234,6.999349670607652,4.78033952438027
19,1,5.43470500542918,2.04398982986962,3.287152884786204,2.976930319987268,5.173658058685795,5.666300760546665
20,1,6.826118384121606,6.407742675720385,7.295191523481164,4.07497584187765,5.1505880948335525,6.607303827647267
