T,FC,x1,x2,x3
1,1,6.076157584307094,2.1143549101378647,4.387174355284488
2,4,7.60125956709399,4.772668278777569,6.535676942717635
3,4,4.469293283768246,2.645890732406156,7.19654531817174
4,2,10.385711228486063,5.01514267405691,6.3062638588151705
5,3,4.5929022981752725,7.016296991215214,3.686936088344265
6,4,5.548474750522768,4.555580515527884,6.52685456515151
7,5,2.8127884495453026,7.695543777034732,3.14553012447321
8,5,4.596802685565383,7.443035223881842,6.621400533861602
9,5,4.718526983523862,6.329995229042087,6.054787350111802
10,7,7.761459382951812,4.273813922800661,7.645814266644463
11,1,10.475550267739516,3.5114065329264887,5.1732063542746785
12,5,6.485990902572084,4.305223966529187,5.9058381851198085
13,3,5.257901126934389,3.3011151581338236,8.27722428320853
14,2,2.926003508800936,6.616579066753958,4.283588896764882
15,4,6.046591521896996,5.382604249248816,3.0090012567848206
16,4,6.604027521639621,7.658608218672364,4.4929146792997905
17,1,7.191707231073135,9.603483729414862,6.631137372419026
18,1,6.010070637648276,5.269778211270636,4.27188653816286
19,1,7.276319366472647,6.874521101705715,5.495569893581509
20,2,7.319696288909977,2.692339351859649,7.020661335214059
