T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,0,7.744368756302165,3.0937411590936073,8.978845530513425,6.09120372581337,5.195887622678299,5.00161460240477,5.816457609514233,5.919716792250503
2,3,5.634517901943054,4.100999854828577,7.180278899581424,7.554724739331361,7.626664881072927,5.0456075541712115,5.069114117555196,4.471412673440595
3,8,6.528309473430001,7.058930183865639,6.275400892731501,7.630701044566518,8.070843198924909,5.3760040096426955,8.470472663143278,3.4867590974556077
4,5,5.176454538609981,7.86173429783422,5.697987177382821,7.843212946305458,4.468769891153293,5.1974281739848855,7.06420532158162,3.320998144133596
5,6,6.775254591329225,2.175206824291538,6.45856238971465,6.3419202054944135,3.415930533778489,2.095386133879249,2.1018013346749775,7.200756726520127
6,9,9.321730556985383,2.531961643157235,9.093775771381685,5.869551903029041,7.017975442754039,4.1199842914413125,2.7406268929434274,9.186862592176585
7,3,4.020030426625753,6.834709658119527,4.15007941125696,6.026541443304965,8.17509736682725,6.222345771099208,5.510751510800977,2.0384521655365484
8,3,2.1299987654716173,5.7734991463389305,3.576023283468302,5.030441483572985,7.475591954496565,5.4839958907222925,6.172770712122483,4.742385416763327
9,2,3.472975436432964,2.520846939838632,5.2196198009937245,5.3922741576568765,5.291414858544413,10.175483561585489,3.145840678758368,8.251825763521282
10,3,4.185318353638733,5.8630418290916975,4.222545658040502,8.234446951413545,7.3931352593970985,5.18131757555453,3.2567951974298444,5.099952209460554
11,8,10.433004491861599,6.250500460674226,7.161222015482755,7.187634124013111,6.2254235419244495,4.427169276032616,9.151447235951512,6.995102805684009
12,2,4.604210394302606,8.563992573339316,6.074253925454889,6.0879102988960865,2.141376623487244,3.6886757801506134,7.585030560588928,4.739176326720316
13,0,3.0813824211570546,4.00715618654875,5.103638384969307,6.7164002227261195,2.353305529772043,5.764616347939397,7.039771822996847,2.5426626775097922
14,2,4.363034472049508,6.436620802657724,5.126577232331696,6.952241790963603,7.822377572559458,5.297254276586215,10.69367304114595,7.29699032604568
15,2,3.616172785473361,2.2029408528718912,5.482715302585002,5.305543087349337,7.79513459394482,3.392183843931229,6.385536338076488,3.7703526623827575
16,0,8.511494036707505,7.508574721473803,5.586422222365053,4.080057363724313,4.739883564683004,3.1035705293234432,7.1565894316633605,8.689188918503193
17,0,2.186949583515378,4.67122117823021,9.231575512918761,2.164261573935361,5.405264995286954,8.379652973642246,3.6680531794994162,5.627415619569743
18,1,7.174205961263735,4.187112459406548,2.2270296226498987,9.485236508287958,6.894164083308816,6.079023465692591,6.54937289369453,5.451207931814857
19,0,7.0865806616865115,2.355842565403561,5.360394810816463,8.06012131117198,4.870065900824085,7.397800023709145,5.4200257196179535,5.255653977560243
20,1,7.334719676147151,4.6288985549044614,7.947422647902233,4.165606393723817,6.0222443026728465,6.3381813952499275,3.7325521761280065,3.2018963208431246
