T,FC,x1,x2
1,1,8.521837284695224,7.611217990566716
2,0,5.213590953344048,2.0615244605549563
3,2,3.225745069636089,3.7021454008921277
4,2,2.0798564973641835,8.437317382155594
5,4,4.200707063664871,8.573434514310637
6,3,6.205101635732083,8.836541117549357
7,2,5.969464696736008,3.8643598791680867
8,1,6.9245202306578015,3.0619206462174207
9,4,6.750718296558953,3.9872322109737715
10,7,10.415036964549198,6.368043231929945
11,6,7.192631701387633,2.340294130242011
12,2,5.30615936257868,5.6762158598319115
13,1,6.93670447216791,3.2314124361235668
14,5,7.076702721646096,4.420968625641031
15,5,2.7651926025239755,6.477962330134641
16,1,3.698495703361015,5.4667606201395
17,3,6.0806437929952715,7.995897469069735
18,3,7.989736033148591,5.337749969577109
19,3,5.846278480539643,5.429800900966905
20,5,3.8925150001800675,7.3121345128818716
