T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,2,6.019914841186646,2.5954817299161066,6.440078723184541,5.966405411564274,4.785419281913879,7.380057849871852,5.007810127132682,2.3962109885118976,6.342325782152621
2,4,4.853683065361862,8.007956153621427,4.1157693561608655,2.3481026301858132,4.21625829299037,2.0907355577669917,2.0680320656129334,3.0585349571583134,4.031980015934566
3,5,8.049790698857741,3.6794115634288946,6.769037811331262,4.6032021576859306,5.3493700531585535,3.41533244442295,7.788993020242885,6.984584668120802,3.404442636205537
4,10,5.128857270325179,8.714713061423907,2.907343209855282,4.757394837588764,2.6492517683237287,6.202001779949667,6.266508800258411,7.826491894504144,7.681725648433656
5,9,8.283413641342445,3.947938043503739,5.385208072558703,4.352425854320364,3.9679036640616117,5.300875610760616,2.0590105077196577,8.796030388175934,3.315776582051336
6,13,6.634850073538061,6.146351224212857,5.312579093414341,5.483829191771408,6.09858148602171,8.743477469565995,7.64972041263465,7.676979141648686,3.2318744235558583
7,12,2.3903987724344153,9.535633489483754,5.389486234762172,6.006993280762548,3.2599032193260697,4.95740393212257,8.505150165586876,4.319297645854759,7.523372853107149
8,10,4.085476052209867,5.313415619878909,5.358871538105851,3.1955106738520196,3.0570860183001356,5.308379748917989,3.4255340412250472,6.677577338043286,7.602214145313373
9,3,5.007667525214893,3.6515025883840098,6.9631577270175065,2.557501073922312,3.459038566038399,5.732562526096449,2.3789206235238582,3.193807985781658,6.035686534185114
10,2,7.110290433282269,3.1267772315637483,10.250919877989524,2.754109643118422,2.164323265453572,6.5987413572385405,2.2284655409839877,2.682731187353892,6.99185736665385
11,6,6.0545472947396615,5.675398589554742,5.10800227855993,8.885558859953724,11.208676975834926,4.49244630578458,4.68367005849912,8.153748074574512,3.498694090585521
12,4,4.573817177506498,4.801865558267548,3.5035418207973787,6.278354400489431,5.844061051737123,7.487029269111006,5.16827109250032,3.079808003311289,2.8548402143415004
13,5,5.291724576697371,3.649578204160573,5.8866289819982525,6.6134732045756515,3.7342668142633357,7.226896685255566,6.745050744546631,6.102825958737825,8.372181383839445
14,2,7.68187701988292,2.2485983376309044,2.808898790471546,8.40719662213737,7.3981338195447925,8.228473034695433,5.746839465157281,4.491344974354709,7.430936904630177
15,2,4.776988442357011,7.719147930465947,5.322374025638479,7.194518908600271,6.051368007176183,3.3683414626785018,3.0657971554508707,6.31588350745855,5.002153384784011
16,0,7.560557718949349,6.559825893956178,7.462783846801461,4.074802351447767,3.6082935159367513,8.248563681875831,5.005313853414226,5.758548788999692,7.544078486388007
17,1,3.02655446908485,3.4374769504195637,3.270792786541031,2.172150209371131,4.613035636978594,2.3649730171550356,7.5142835445501355,5.488595285258976,6.205914033740475
18,2,6.070445555484008,2.755036903376311,6.057499617912024,8.240020103502216,2.5942220931616164,7.2044575626036105,8.53975480552409,6.281726545852014,5.278841861853126
19,1,6.016656371824531,4.559257607700551,6.661802980952062,6.3645959029124635,4.0124508181043,3.393387966107435,7.0859772537936285,6.045606910485409,8.5878757101469
20,1,7.099113090560925,7.666644312863756,6.387166982757638,4.178576708511508,5.38614082925163,3.7643481334211906,5.101017837474129,5.408687082573546,4.273502971798374
