T,FC,x1,x2,x3,x4
1,2,4.039232918195163,8.728246926621841,4.577968457817153,6.395507408471014
2,7,8.38174114361507,7.316606550242855,6.330397471393585,7.238740398465838
3,6,2.182602548014443,10.001333079307042,5.9339484360299535,4.974054185686336
4,6,8.442648109031813,7.853234413664115,2.4307784206964733,5.041551885178725
5,7,3.749568082387804,5.959833504905641,7.075470206115429,5.039684605415757
6,2,7.475980297909287,7.965870043542109,2.0917705206240034,4.724636062254677
7,4,8.817378729980314,4.002259978714418,4.450084639462339,2.5790816293855467
8,7,6.039882516012916,8.292584721973927,3.9305627359826376,8.005516818603205
9,9,6.676660114702386,5.227520707291049,3.402874267264263,2.4393086849181147
10,1,5.1282452419353595,7.538327085611031,4.366004137564113,5.951159996262117
11,6,7.601259323772499,6.925726435585679,7.622558790637407,7.538318297983045
12,4,4.117653575373156,2.2842213888646192,8.053928554965758,5.261374652767461
13,1,7.420322130283424,4.2188164827452255,5.002610783338749,7.924005760699462
14,2,4.457626983878267,4.7187617943461175,5.1772902161987515,7.287375016875961
15,1,3.2569063328470995,8.556870083026155,7.2913047600763,5.557425886579204
16,2,6.2963543008036345,3.1065617035427167,4.172712706500921,3.7528821386203735
17,2,6.557706016949203,4.860873760555679,6.094667531968489,8.369150600967581
18,1,5.542082177490483,2.9313862036564817,9.864405753302304,8.162392281294641
19,1,7.641360998623349,7.547458719932486,5.310216279434853,6.394131030799084
20,1,2.301179838949611,3.7490953818979937,5.38189108047319,9.194597838271092
