T,FC,x1,x2,x3,x4,x5
1,2,8.404115050468942,7.166954777673606,4.875527947770158,7.079332589263927,8.561189180093608
2,2,4.935757324473713,8.667393845620285,8.307416839061283,7.475363256840251,4.112778262611266
3,2,3.8224201093687498,5.878868819195919,2.924653242109351,3.963138071101253,7.030919924323985
4,1,4.035303448205166,3.1049220528536443,4.780754741497652,6.350209777770096,2.423886875593278
5,3,4.761576023331086,6.582619800779014,4.269206425835804,5.040060636990711,4.961224499618543
6,6,9.443717764751506,8.770487265652255,2.001932607288076,7.3634354587989765,7.763688369342016
7,8,2.323428531136922,7.9829207254043855,7.531088391213704,4.167763975688721,6.1589618427907995
8,5,5.178909456416168,5.815637931266457,4.115311996845157,4.016810543174749,6.286547588115814
9,5,10.559840749165456,2.692357489422505,6.53301777205734,8.320008055986497,2.951780050023339
10,4,7.412577467888852,6.255834174327362,6.135725865885456,7.896378252634034,4.490447322509263
11,4,6.971515592080066,3.7220347752091456,3.6499279860415044,4.312762429487925,3.207763458307332
12,3,5.06804218429005,5.410596396092816,2.236570047817685,6.250564907389556,7.1898632264029425
13,4,6.372129500126939,6.526608359065832,8.426066724313948,4.699978686517076,5.784317452866936
14,4,7.915231005042492,5.3911185485110975,2.340324724358854,6.086109138437933,5.536359891022472
15,4,9.024498784045905,2.9993412006640474,7.367222606761591,7.013402502037776,8.638758714890189
16,0,5.42194732918567,4.738750141520905,8.352181290101296,3.293608805562927,6.7979711555748965
17,3,4.248590731834206,5.016904110425939,3.7258203760782878,3.9632079242369955,3.7852400983405587
18,3,6.042025700814359,6.094339504972847,5.235929157467875,4.563439952975449,2.8351305262179043
19,3,8.03449415379983,5.574388822263876,2.370458690061044,5.275117444118821,7.416477946835975
20,0,6.2801585088845755,6.539616139898368,4.153440945439144,3.6822719287236225,5.83477037567176
