T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,4,5.756592158584503,5.732692570419447,8.172520926113648,2.8632967267089224,4.381481107599708,2.133130753699195,2.117844766466634,7.1886780773690475
2,105,9.327347273347677,3.9342359092588026,2.5126354508179407,7.579765825816958,4.789838030462893,2.0859924256898132,3.210319448492694,4.918474787895881
3,27,5.861147899045912,10.02428202759674,8.388058262550102,5.064014991298114,4.364255733540073,2.5808017058725303,8.972681958423394,2.054694569490494
4,0,6.042222176430473,4.099908717038834,3.10454810927839,5.159771878056704,3.1937378494034383,5.049223348516369,3.23287699659117,7.554213319380772
5,0,5.952340177120041,4.045212956012276,4.267743541614286,8.055103144202437,8.909444871427713,5.545196041523525,7.1264069366668945,9.484080605313444
6,0,5.560534526140167,4.877820116630261,4.409679490326823,6.119025337769512,4.290664259068304,7.13062941644965,5.573830344449801,5.582713921144079
7,0,5.760657998279241,4.993389835468004,8.46494288429834,5.381248252832763,5.720601214089497,7.101162740864001,2.3351261643213306,5.372364981273042
8,0,5.216097871339881,3.8259558567211185,8.410254367951033,5.71073412917469,7.022130798099806,5.296404531255338,5.044525270645794,4.041072359989061
9,0,4.242366484924027,3.1689093847244996,6.338581241670931,6.24443030355738,7.34871013261866,7.761917021974957,5.4445767961544735,4.368589341425976
10,0,7.082594976995339,2.4046344317019557,5.220959691777645,4.362712351077117,7.101957399615014,4.075483987507691,6.2360116079708705,6.967329468959304
11,0,7.605154911579824,6.493366409369849,8.810755221558507,7.579749453326473,6.280128142382685,2.5258714018441504,5.319196180842843,4.060761359056918
12,0,4.529133321364475,6.051081041582326,7.15925110651588,7.296556513998188,2.613383631395686,3.7088126638343537,5.093056880950722,3.230054405590364
13,0,9.19437496726484,8.212887981238485,8.105126413200086,3.3272268505617157,8.048012861534076,5.135581954695732,6.855555974892008,7.124404734365323
14,0,5.3340467374964735,4.515917764790364,4.251874992097535,3.5062852264810953,6.822641583664772,7.7782533653589,5.20589959802724,8.54807141827607
15,0,6.813975910511852,6.437456540744867,7.450262362916701,2.023429513042974,9.353499811365515,4.62486787613052,9.211127007757607,5.396232602767532
16,0,4.335160004465809,5.794964466714278,5.91379967945129,5.478287732589685,6.443375169789669,3.524333988371743,3.7500061694729943,6.940246257557429
17,0,5.499084055521077,3.1365829695658007,5.617289393652812,2.002311275571886,4.489544667873367,5.632450283227722,2.356604798790724,4.735596472027224
18,0,5.562603667343668,8.755437880857961,7.369109632620437,6.323532620645369,6.96048631041159,4.132603377065428,5.229870788295591,4.165229559843798
19,0,3.4338253491281345,6.079951372275013,6.734929270216542,5.758662351066444,4.1257436592422225,6.1621359703355445,4.452172010887198,3.262758733002974
20,0,7.714200840758897,3.1050135432326864,5.084719240568904,3.231978702752742,6.819904890697816,5.84765461771041,8.017681036514597,7.1202085041564676
