T,FC,x1,x2,x3
1,5,2.9966227983837177,4.714856031217479,3.1434341524282696
2,71,4.744384380215681,6.257626114677065,8.822610900463676
3,22,8.113268573277681,7.2301910619318805,2.7746192777850487
4,1,5.849342227883834,2.618400507551623,5.297477626905673
5,0,2.0386023599509455,3.0748328521421184,7.624241510886579
6,0,5.563528951677116,3.5038047194975808,2.57535749318414
7,0,6.368393526916887,4.060752732392116,5.700707392877126
8,0,2.3253095373508246,3.719602927163534,6.317798075533357
9,0,7.828759882701056,4.567331117845803,9.225077773152885
10,0,5.279487164219864,8.037456765533566,6.758941702249775
11,0,5.271925513010833,3.2285470424094633,3.1135553834070038
12,0,6.714973809368367,4.809009928342531,4.459771031833178
13,0,6.005289016192943,6.3289505514893385,6.25608384641321
14,0,4.128119522488705,3.302823252508496,3.4482104608779713
15,0,6.337111345767208,6.3625956179134455,4.435372190107638
16,0,8.940266068272855,6.662654710194057,5.346101299464632
17,0,5.908981492633321,7.640744134916952,7.482317693951298
18,0,5.579675633932799,4.058143774771783,6.640349998265217
19,0,6.444436984919821,5.04115844985604,5.149691087317355
20,0,4.275956354924903,4.571384775457813,7.779488417492621
