T,FC,x1,x2,x3,x4
1,1,6.691519005160293,3.9665514489428855,6.241060143274834,2.11138239744932
2,78,3.813611882224844,8.818019015299676,9.033372061103615,7.246352262571543
3,25,6.441678032755512,4.285486630618204,4.002126022441834,3.47314040761394
4,2,8.124248256193388,6.459821481085352,6.305411624242752,3.21965323188115
5,1,6.997567503175966,7.698386295704442,4.29234331403122,5.775012628214443
6,0,5.648860620326449,7.613104099986579,6.662668222509314,7.429298246023343
7,0,7.842855709250776,7.9361357554112715,4.482172593828102,4.359333857539083
8,0,4.776382078263078,3.0225880283776148,7.344209679432929,5.445400572879265
9,0,7.388596562223826,4.400130288310857,4.435217818778214,2.0160858420248347
10,0,7.499400548687213,4.5517250373063325,5.120657598350092,4.057973976509059
11,0,5.789202201324734,6.019159511600997,9.138447903249459,5.682713216793897
12,0,2.804327109002518,5.142692803162921,7.005096828640467,5.520988914739205
13,0,6.062945767535945,7.168763202016935,8.389737674403566,7.279504304592431
14,0,4.025206774196133,4.457912773215585,4.566755007835452,2.219238051550832
15,0,7.155283739614732,2.694355680423223,6.613462085565002,3.443755182411679
16,0,3.4485770062568686,7.302445103506656,7.466844286102125,2.0069496044868504
17,0,6.528589639073868,5.496829546283141,3.9742240137575697,2.113806503566598
18,0,6.123084567779762,6.198245081228355,5.2287079550747055,2.3848362322400662
19,0,3.9099175118169835,7.834086808854333,8.28908068095274,5.004835048427417
20,0,6.169619241319645,3.4875200402239654,5.792692353266533,8.173785460489317
