T,FC,x1,x2,x3,x4,x5,x6,x7
1,7,4.26695041911276,6.5274622354314396,6.41734282573707,4.988991702233996,3.597593769595459,2.0747876935087803,5.060036674543384
2,2,8.875866412914924,2.730160759427581,7.594457345573506,6.273316822238685,4.090857925643876,6.8911417560966335,5.078577752687936
3,11,9.295225884910458,4.057025893133689,9.65776193744134,7.020447041585852,5.223370001636645,7.365311886299218,4.101316459360732
4,4,8.371576773098164,5.5420533092740385,5.001980212186142,2.124413252901722,5.575903699748537,4.278416073560597,4.514540636759687
5,0,3.545452222321483,7.069991699512732,3.208551254858289,3.028959256605874,3.4993790584409865,5.625446099680081,2.3314082341761706
6,7,7.4505373844337335,5.589018997473234,4.063294995945869,7.596689329908324,7.722227539888257,5.446425023853332,3.39056296496555
7,6,2.0975670019705674,8.205196243117848,3.389473742228696,4.6051642376314925,6.590280128560896,4.648511789460424,7.6533428665367165
8,7,7.055991878313326,5.303816054510854,3.058352149400065,7.183920969769822,2.2392949229242776,7.93094967689883,5.124765765269233
9,12,2.939954229977105,7.876214372532532,7.194729817095091,5.386931758426345,6.4236666310839015,7.339987724961848,9.921831811277531
10,4,2.4165273854638007,6.335849994483755,4.262222322464641,5.1025916128798645,7.338784928694332,6.013403196845074,3.2959640306884146
11,10,2.0868893661765306,5.9738952476529725,2.571403206690054,11.207988561727959,7.488245210721771,7.3925425778437885,2.184197886005461
12,5,8.77579740263055,6.271876835652604,5.636684944073916,6.068223648304581,5.561026690651728,4.379646707472442,6.300594915477617
13,2,10.016821855375166,4.2899136079952305,7.739953099005008,4.985924851898167,3.596093687779403,2.196833973053526,4.879209986755866
14,3,2.468277825046809,5.113932671007271,7.040558941292488,4.90974419808318,5.246279845750745,5.180786693734039,8.328869962783084
15,3,3.024132508725266,2.1760040923766963,8.060156996564086,7.784059686978582,7.004825093570737,3.806284233603078,5.108712931711541
16,2,5.731214620195432,7.037802812047131,7.0545377888751375,5.083492170564179,3.364097038911,5.761277831763617,2.003848335516175
17,1,5.496394098025075,2.715723424066414,3.9961855453983857,6.335330548049927,2.366575151550585,11.593741970852994,2.92744472808235
18,3,6.6966663684101615,4.222138569399318,5.013846427937441,4.1791222520195,7.095678273046456,4.312932874630363,5.986201425665689
19,0,5.849600042206971,7.492397156225354,5.211026344315452,7.157274672720664,5.88482850418719,2.6601176495689614,5.139959612760206
20,2,7.047894383340077,3.923402526506962,8.80853212910373,10.324305059650378,6.110171180470313,8.775385319845324,7.562306670978767
