T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,1,5.397865870744143,6.062752281763029,3.1192321976572996,3.7899646487246765,7.088094206474401,3.1167336121666662,6.1656001980724255,6.355280101422394,4.549653784172123
2,0,4.596254302465596,5.675148729261075,3.479529806293373,5.364831859002837,7.053974896824094,3.3895131714927107,6.179385247822459,4.133630599613446,6.32010310602464
3,1,6.2414142452904775,4.303119622281334,4.567103810304373,6.556324162011915,7.29666524259232,3.062044108313346,7.155937080963642,3.0413956875914607,2.264976922703929
4,2,4.685375292211219,4.463430832450576,4.06015732836402,3.0000540701046874,6.212131292982242,9.035807452674776,4.626759908108365,7.144650224491638,5.404468556024595
5,1,6.558451963286642,2.22283935803748,7.656732357763741,4.899266044634082,8.536919575970494,2.8688881245593127,6.877271326282511,3.1690609916156367,5.1731336866457225
6,1,8.915446707847977,7.094681453327013,9.08737235100762,5.292613906406702,6.96555593464484,4.018210538169537,8.125093861672806,4.833587631321269,4.436429634422054
7,4,5.051039403687797,7.386432326917804,4.130259059355897,5.072448023823223,3.4049542451170893,14.593451308891698,5.775564572326905,4.774154970402361,7.437943726194003
8,1,5.109752105434712,6.242512338881971,5.440791167238864,10.533930437925084,8.220726611039076,6.0787338691741475,5.0905266449722575,4.101590455101628,6.316531877817688
9,3,2.3947892486608686,7.009141193900786,4.220141673576397,7.718775208375827,2.6726164983400427,2.0342038486637386,4.178499108659361,7.17568661770157,7.837207401121668
10,2,7.2528378776269635,3.183732788475299,8.98907689485296,7.518629158175221,7.422468608827873,4.650631815942893,7.143949689963475,5.577410281665692,5.2165051323340075
11,7,5.450825443181663,6.016475208360962,5.087841784713319,6.988203876465096,4.401124431126358,5.185065575725414,3.50524660731362,9.02568275663445,5.0392951758441935
12,0,2.0809459740800778,5.1202864742261625,4.410779019821105,2.4200598558801873,2.561787179951787,2.314238838145748,7.530760013704305,6.826585074442482,8.48292418583172
13,5,2.1359631308909006,3.8372052288834433,6.950501914743396,5.14002648954727,5.075642178832225,3.1715001456840604,5.110938599238097,3.7143786587853604,4.768038869646045
14,3,7.138342333179029,3.4532430718751232,7.242927704551037,2.440336125573417,4.1788498859524585,7.678304387582596,4.920714026602207,2.7427612172362386,5.248353968674837
15,4,3.089486794146819,5.693013832650076,6.4508299090227315,4.186402179910626,3.461233456799042,4.882991518268089,5.0769146462634165,4.958911390906275,4.5032435655705925
16,0,2.4131751577152865,6.392676836444531,7.467351927986961,5.790915778217386,3.404493252218863,6.883083882513597,6.339758377211571,5.170823051629862,2.372103930511366
17,2,2.37110501295554,2.2688094140895463,2.652252018494677,5.194874109494213,7.925366379293843,4.561193215210994,4.043252902586579,4.553605286917647,5.954237176038453
18,0,3.0280754081916035,2.5095595991484503,2.4724018518550217,2.0884897323103373,3.3428571081208656,2.6426251251379345,6.211580128813305,7.101152280066912,4.268350768455071
19,2,5.323146710593369,4.792404669529225,2.7966902392962405,9.110942693140368,6.3819353251547435,6.547796492576588,4.932748980169617,6.684177595241918,3.1288076851078848
20,2,4.432427773489701,5.700912237311486,3.2983008517058643,8.261762711134226,4.660071986457369,3.876679214637891,8.255169578612467,7.2772809491857995,6.930021592894298
