T,FC,x1,x2,x3
1,1,7.669194293450416,10.411801891214441,6.089790594715342
2,0,3.3330043287790363,6.08559924473199,7.513278891704577
3,2,3.7686000731848606,2.060183400965455,8.587898352062819
4,4,3.3930391000952946,6.2105401371279685,3.2114164948812562
5,5,6.399340329997267,4.393892682932269,6.309713515917393
6,2,2.779019800720241,6.864428657826226,8.15630649270287
7,3,3.2729226215767997,2.163163084294637,3.251533035631523
8,0,7.3277565562557845,5.431104795923757,2.709553274722518
9,3,7.3863900351724565,4.619834174888912,6.393121764160121
10,3,6.127940409524182,3.722131314772449,4.14992052563855
11,2,4.137477032941498,6.824883551165449,5.080563334219415
12,1,7.594948977439674,5.412930023188478,7.15231085847037
13,2,9.598616792322309,2.6928781666228367,6.62532119324458
14,2,7.258561333975664,4.251982100445091,2.064972921093768
15,0,3.1555348696482852,3.1685314731163183,4.306116268257673
16,5,8.452909955727227,3.2794965882787452,6.35852431715482
17,0,8.707319189793525,3.5179213867778962,2.552099014210417
18,0,3.604760350263368,8.332703061284183,2.4494839635488197
19,1,7.59236311578888,4.732880284607498,6.048251101791727
20,5,9.518098507485378,5.495932618774846,6.437616515292245
