T,FC,x1,x2,x3,x4,x5
1,1,5.042307334702382,8.227042230880455,2.6038869873071477,5.22246563453924,5.38178122029279
2,3,7.394525869675055,2.3718012279452836,6.121472608650874,5.266361151980166,7.299767889553348
3,0,3.605684703628361,2.4043096592946003,7.272617700708833,5.59648231283701,7.185428656136988
4,1,7.185580678293384,7.250677274626969,5.994187188794953,5.828636993933216,7.776440517651402
5,3,5.245046025098382,4.121813340401653,6.971717990093059,3.2941303623604608,3.060935825583659
6,0,7.61800836026292,3.9964746121731523,3.108953438493998,4.470088800712073,5.209151558217847
7,5,4.748917020354812,7.804243120509637,7.063271472845347,4.733254239784317,5.012979787688586
8,1,3.177109481020513,8.79835153227307,5.371442482710651,3.476121814984289,11.314357118039991
9,3,2.1028451642547545,4.118560120843062,4.813372688371936,6.126471064542884,5.579897071123865
10,2,3.0182009671303285,3.0572031709010674,4.885137165262952,7.206279162150864,7.652088626765506
11,1,7.814673395637468,5.434853517232096,3.203673565222735,7.574346129281782,6.156159571990098
12,3,2.226318236064552,7.259076693074313,5.965153406766951,9.288214667688694,8.011136397922844
13,0,3.31026201524339,4.532563337089052,6.448415408742708,3.1279021492378654,7.58730160653032
14,0,7.432424331243185,5.182122314366195,5.802601826372412,3.4831766210064465,5.786090152697533
15,2,12.045918590713104,7.088451492229713,8.005794134319096,8.759889567963354,3.178420443308773
16,3,9.70743911045489,7.920938738635779,7.594081105947459,3.1577871350119686,7.453382839215804
17,1,3.8738281847959124,6.438498691669663,4.988115675758955,2.105011965093812,3.0827291692339993
18,3,5.505890569269598,5.204080916962919,7.917048883069212,7.075044851600336,2.7056933284045677
19,1,4.584034229547834,7.085980152491635,7.561746098310531,7.075017271468589,5.1107439984561855
20,0,3.579690083657124,4.060301689809742,6.799745794258642,5.172251357041814,2.364444464533516
