T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,3,3.3481473543095155,5.5549070326127765,6.549697063081409,3.0908965870132588,4.61227420006683,6.193605276409676,8.256980759300687,3.660289381720354
2,7,7.250465275226314,7.818641299160336,4.225609531492777,7.262277206112101,3.703333593942149,2.2556860841176096,6.3274793539827545,6.263419631583336
3,6,3.956568801262107,6.329748000621922,7.581592943139056,6.347749530880729,3.2138641324809725,7.93020320442007,6.010437042562602,2.2231976855463493
4,4,4.665904758392417,3.188738015748072,6.579812167650601,5.0578329443000545,5.11030153647126,2.253584620188817,6.416774651959699,3.887853160276471
5,3,2.4866544902026755,7.114131106538849,6.190600808667959,4.198852734285802,2.4163724952283574,5.561218203864439,7.695223864823824,3.4674696182156906
6,2,4.024253056895886,7.175121950330631,4.984886633965514,5.481205965928703,7.519309741664478,6.57526708184373,8.181886708950543,6.937942108136161
7,1,2.4573399449649314,5.932067290955899,7.105773302737963,2.6429602678908077,3.4286251356698285,8.434849616176614,4.100343905685519,7.816610425262786
8,1,6.835440469060371,7.283964079627134,3.044458393855255,7.278710424122136,5.4786333416274235,2.1403600217449728,5.203968022874841,3.8202461477920195
9,3,5.908438980088122,7.897312432132076,6.3728895636080924,2.062668745215094,7.077748827556805,8.448692063136953,8.48502399562892,7.036258256624965
10,0,3.9543465732932974,4.383992971771594,4.067942563206521,2.45687854162314,5.03137585235142,7.065335176958567,3.3136454855582427,5.788944534252828
11,2,9.785374537791698,5.392853777671191,5.715647040786628,6.45702193875764,6.807202470999923,8.355632209213613,8.472217497349922,7.866708890214685
12,2,3.2687746927045906,6.568213488726252,8.996507855581251,4.9197131798011124,7.254681617520653,3.1379978895838305,3.7572814352693977,7.043549737900638
13,8,3.2963099267637155,7.097851268038026,2.043953137099612,7.534630836414457,7.443624906940194,2.566647022424375,10.826907752617288,3.4645252058836724
14,1,6.256150875973256,2.9682767899280487,7.758720918575433,5.477078639557382,5.509243498925517,5.719639573255433,4.522582607980425,4.086694004396293
15,2,5.925013364512341,4.090212360832777,6.159810015044022,3.5663034282748978,7.449212251643711,6.963153393864713,4.8716777193265015,5.060269362667864
16,1,7.45114046019363,6.233149430231102,3.16696109836911,7.968372568569098,7.191375672338339,4.59464384774313,7.015328663302426,3.70499155513422
17,3,4.474523561924851,6.465473456037474,4.05098594764036,5.5245833897209,5.544847117097829,7.655315309528664,2.188299408000016,5.699638211456813
18,0,5.729590172157873,3.2431647013367506,9.646079582320615,8.487385747154452,7.452077128165801,6.107394844007241,5.114283112968548,6.621419957451488
19,2,6.448839439013418,8.570669406603372,6.171925682741126,7.052616658109717,7.234503314984248,7.235983731742005,6.271474623098986,3.3958419614042503
20,1,3.0784181514146978,2.7632506307827853,4.08905311571686,4.032817984720099,4.3696980632104125,7.840643672802418,2.6115465501574473,4.138880748929246
