T,FC,x1,x2,x3,x4
1,2,7.106425966660786,6.500604188220034,7.461371408219476,7.394055128834159
2,3,2.647985940126557,5.142028693064795,5.576785998520262,6.661736393279493
3,1,9.213304263416308,2.9948065149463376,3.6235897947370406,2.264245685843629
4,3,4.121501092438982,7.285852086404869,3.870524972334956,6.893057494412053
5,2,3.2094906513272665,5.208781321108395,3.9474429756885145,9.373776201185857
6,0,5.963141448687957,5.729780821365127,8.895858839884045,2.139757119614378
7,3,2.089031623745893,6.733146216862666,8.896171053049972,5.074238349989656
8,2,2.0122804712402593,8.601012903783563,7.334759423438781,2.4232327783184298
9,2,6.64308074661739,2.991180836213421,7.900162810744027,3.2654744722814213
10,1,5.263358256891686,6.589367093664551,2.215474182016834,4.582254076380531
11,1,6.212086246501382,5.303467748643015,2.590248899119214,4.055597108979455
12,1,8.630542980222963,6.033960826382295,4.290832003489313,3.2343778111238906
13,2,5.135288726641382,4.386245483451509,5.575344983533814,7.873488355513288
14,1,7.405993064380291,6.458411932524705,6.744174781196319,5.72471290167989
15,0,3.4641905147589345,7.705236760556872,6.189210914454394,6.647052759749021
16,2,7.531461768115015,7.680689010540029,4.189210340520255,8.908105633356508
17,0,7.207089926575036,8.364161229612463,8.841296704466906,4.462749214392384
18,1,2.1858642073686347,3.1232898027496336,2.59111093364978,5.225655693697743
19,1,4.385786673205801,7.158747865959408,3.6344935946068717,2.71698905026986
20,2,6.155632178243544,5.07680493705273,5.673226054216371,4.342795352577957
