T,FC,x1,x2,x3,x4
1,0,6.452584796847048,3.2559492613629413,7.535838884068776,4.691114944033668
2,2,6.6338011548489835,5.806595680444629,4.142438446471038,2.5252804167024117
3,0,6.302907768801339,2.6550029058838556,3.364009855532017,5.385490033963484
4,1,8.049673690141054,3.8564095217466026,2.7083259846791643,2.573390465055534
5,2,7.178399975459771,3.4773411201867193,3.0084911860507217,6.3500314441508605
6,0,7.084616801400517,8.730948954619942,7.1055496617323595,4.0786537581026225
7,1,6.674040920591444,6.915113483739694,2.663524729502144,4.737442172137909
8,0,9.581227368412083,6.276827544754284,7.8602184315474135,7.471780004811112
9,1,7.053221600457575,5.4194939165003735,6.644656661222415,2.358649471474883
10,3,7.081039609369923,4.168052209025195,8.016671338985866,6.8855198407925675
11,2,2.0702077862532478,3.998855769388399,6.458159853603967,5.838017148744557
12,1,7.519456367205478,5.626024736386788,2.5679585927085773,4.259663404259892
13,1,4.075859148699529,9.19670297086202,6.337970809746621,7.475862789408952
14,2,5.274080050357153,4.096122627907092,5.858176254573139,5.155082264081624
15,1,5.9433798235099236,5.577240961609954,6.908421875192652,6.680424411096585
16,2,7.035952557508008,3.0401375410955302,8.121020738417304,7.881742666838232
17,0,7.179153162648613,4.207158716721733,7.653915886962633,2.360680467116251
18,1,10.15651032041136,4.98299752293215,8.167371476942229,5.192436948381868
19,1,5.3441115348382375,5.452931353018923,6.413455934497546,5.852466411258271
20,1,6.246118214062245,2.2283358805044475,7.956315557664027,7.4471198927384945
