T,FC,x1,x2,x3,x4,x5
1,2,5.178319503695143,7.296217288173168,6.260438813781598,3.3037453328079067,8.378796014975853
2,4,4.265294506635444,5.193548538285455,4.660795829843901,8.76130322377212,8.603233992026162
3,0,7.783198874421082,5.042453479604072,6.325158508074721,7.810166868717481,2.906101007626495
4,1,2.0266833689818453,5.054481891294346,4.324565461793839,7.337147844143833,2.295555285468598
5,1,7.7523270119711105,4.750280267409506,4.54972836485246,3.15760993162718,4.743727187477392
6,3,8.838068360658875,5.118514625452471,7.794713261740922,3.2544066449403632,5.236800924571201
7,2,6.962995486498058,10.263299772030829,7.098827859610807,7.312967805765956,3.0153092919245963
8,0,8.241637459755113,5.324272096952653,4.25100949710062,4.547562470658033,2.25748591687144
9,3,5.1493253995381485,5.912856145607589,2.124290744452212,5.020181168888185,5.065500661134927
10,3,7.4800761807515155,5.389629478706261,6.532788761229372,5.755611585795726,5.041622333330065
11,2,3.054699129624172,3.005614853965056,4.033799804585703,7.621546809453033,2.9283038187927466
12,1,7.1511349695113156,2.544422336397451,3.9507444030054257,9.242664718637918,7.529783274857451
13,1,4.197870983442724,7.430257395711262,7.338438290825937,3.5291754246514495,7.83261335948292
14,1,3.4828900177043005,3.8496825199064206,6.378627012763311,5.16200442093639,2.312971267447964
15,2,4.8147252326269925,8.017890263693713,2.1851413478635693,4.584619632003246,3.0043000658193932
16,1,5.451347111421882,7.219937101195017,6.813111496020003,6.05725605528558,7.089466791389964
17,0,3.6349935620443277,2.4507327033680086,5.8600344739512,7.427673581836334,2.3004230056135198
18,2,2.712047515634654,7.307316578221076,7.750156103864721,5.209674464644859,14.423193838189476
19,2,3.665111722501936,6.334762233881965,8.86102376736736,3.894524797201321,7.4039776478154
20,0,7.954350572241501,4.881570407559776,4.476597560456128,4.101551939979258,3.081832880655735
