T,FC,x1,x2,x3,x4,x5,x6
1,3,4.79052236462238,5.0434290302875375,7.623208783309419,7.581302487985439,9.219892275036234,4.844554634389682
2,2,8.710458006295122,5.348025400895923,4.350295973703494,5.041935187302944,2.7726360329678297,4.734700440203175
3,1,4.852563624926995,3.8299360727739717,6.102604564129606,4.256050114742774,5.201694341755969,8.198822791082785
4,0,6.7390195373050386,2.0976509623283817,5.606374698835731,6.270327666119767,5.7785920200698975,7.6386054422761935
5,2,6.229899395365026,5.360418372662972,4.342390882962857,5.3817445936318995,4.487837532648648,6.178705004407168
6,3,2.1874624646904564,2.2772828020178704,6.1356096306727546,5.395890696519962,6.9202487430741995,3.302853030766183
7,2,3.1522658668201213,4.33587188516104,7.900487958337615,5.908397035220858,5.955232890441913,3.1114717701970878
8,3,8.992573222494244,7.311900182699418,7.484606057124224,7.2657630425267286,9.691908378577228,2.2383517027287425
9,3,7.176549105922283,5.31409600575045,5.852006391777518,3.180652034410043,5.244555885114218,6.534875231388214
10,1,7.744010064684624,6.654029945263986,6.783535947587614,4.695455883312807,2.6835383353411553,3.7222976726581263
11,2,4.355556445880911,6.083417102380404,6.550410955392856,3.671773249689937,3.6476386043079736,8.997542794037178
12,1,5.281898926540096,7.453292518449601,11.124446805889225,6.6917692230243455,3.2075753655117465,5.623811929654188
13,4,5.412525167592042,4.529172490074689,3.8840213481872903,3.8377024467706047,6.129502156868255,8.721978864121667
14,0,3.2435138629059526,5.728397563470167,4.82491663862193,5.940230292737926,8.39419270277163,2.2252537843091442
15,1,4.559105906922182,3.98790862811222,7.890434155065944,4.631439529646828,3.485431846377616,8.727190117211858
16,1,6.1301130901419505,3.2064191597296827,7.07983726310726,7.598697357403137,2.8964668431587373,3.7374926467042626
17,0,7.584385106612337,6.328582004574873,6.825623950446899,7.145660198292348,3.9487110909335983,2.3401985747391088
18,4,5.942599139265607,9.273210346247929,2.4969258902901608,5.2730412175648045,6.083966704403209,6.569891428843146
19,2,5.052882790859289,7.070126248933564,6.804729340720823,3.12745745113045,8.013377984772898,6.707697035178766
20,2,10.521268848128301,5.68374902311034,6.362398696665153,7.271634786164325,5.509623521138068,6.105724475144289
