T,FC,x1,x2
1,0,5.021657290990107,3.6552583763951487
2,2,4.097370560711429,4.263396781570762
3,3,2.7373012926029814,7.6903777799785775
4,5,3.474810778708122,5.169250946889607
5,2,5.886445175452408,5.818234276309679
6,4,7.114536304624722,7.031492880396163
7,2,7.187253906834115,3.2978559056317
8,9,10.124613318837547,7.183045960699156
9,6,10.137679434913686,6.688740210751961
10,5,4.374379779293662,5.87339519216688
11,5,6.270158097769761,8.492111211163945
12,5,7.6445509911691865,4.757469298158307
13,5,6.453831801428225,4.038856367117548
14,1,8.900821718292292,6.906414017450235
15,3,3.7773995839032266,7.948731151405436
16,3,4.551003682208183,3.6406754268100654
17,2,5.646206520319529,11.50670551556351
18,6,3.040523123347933,5.237152680001071
19,6,5.025945509308624,4.9025231223711945
20,2,5.975107453840442,3.929896410970713
