T,FC,x1,x2,x3
1,0,3.5922101605493912,3.6347271448408263,6.253369770729283
2,2,5.727961898027299,2.592061556498406,5.169624495570124
3,5,2.293674342243605,3.300614480397469,4.132997805546858
4,6,3.3370854191586683,7.764644694966467,8.956086278615027
5,4,4.152552842562638,5.989080022428893,3.179140726916498
6,2,8.022781807941703,7.675839302753388,5.006392134113293
7,7,6.801993533650193,3.159563441830819,6.379555329472609
8,5,4.109560743360253,2.42835856629696,8.239682685055989
9,8,5.3718232643904305,6.07357992005735,7.357040905697415
10,7,6.866500442199981,5.256532897838236,7.349093732243962
11,7,5.465688677875697,4.436766932282167,4.134821850447331
12,8,5.037674613847533,6.487700287802653,7.682515877906444
13,2,2.3284535650626657,7.048114684150012,2.860181361652929
14,6,4.7865103509794125,5.707748003232824,6.059017692992985
15,1,7.247896447221328,3.440611853057254,7.288723285624074
16,2,5.813585779819401,5.6104769944022825,5.127319386769043
17,1,5.123408665609307,7.634066430229354,5.756018788294902
18,6,3.8445805199237064,7.013031367192443,4.31745950385998
19,1,5.064655033944547,4.200726688911394,5.189742792448758
20,3,3.351778225625859,5.417004080174574,4.625396563937218
