T,FC,x1,x2,x3,x4,x5,x6,x7
1,3,4.392446204100474,7.229588525051924,4.550259419069035,6.258973260734281,2.4233354016121402,7.427923772984644,6.3490799515616425
2,3,7.964260427788564,6.844081755028151,6.283057485654321,3.704066477133398,5.234640081741792,4.095871247470544,3.9751069366250844
3,4,4.286145743648326,4.573879622015953,4.351427900848595,9.228152531280497,2.3618552197800864,2.065051628168616,7.565971597556473
4,11,7.866429127886014,5.819817226351729,3.1657034455867548,5.730218124828854,5.952484663281655,2.4334239051314777,7.050205750642297
5,6,5.137880254521724,7.596306290079398,5.206262465684466,5.931970425612719,7.667122733569256,4.8149272406466865,5.598070462423229
6,19,7.508386183464773,6.23756335974713,5.131649156891405,4.982187027234951,4.123555671482403,7.0961756923949375,5.882345504879699
7,12,3.4191464829237175,3.4048146630394984,3.1262996490987938,5.017394050674774,2.8626729270447573,3.250038281534156,3.293249367368764
8,11,6.0917736169807455,6.110828926281386,6.971168329270177,7.001629205530942,4.132531568977461,3.625736792416981,7.1161601621636486
9,4,5.2760868258379645,5.1737243245171225,7.278725455423248,8.214070914424864,7.258481290338836,4.327682973540202,3.650772884784322
10,4,3.7697353582305744,3.0093927219209102,7.229378816625639,3.139218797083739,3.1561229035293095,7.881719176702004,7.493400051335307
11,9,3.331130423712266,8.855583672577685,2.9005037337754374,3.16474686874861,3.432145643179798,6.148836857298993,3.345513687472808
12,9,3.010505368049116,5.914689260710353,4.38251702482537,2.0822581956527393,5.133696630128991,9.90119856728676,7.46742697193064
13,3,7.47507270146958,6.169468069162272,5.035038668095175,3.721585608105506,3.5675953558642535,3.036694754187887,2.3579868727744007
14,3,7.438610269858049,5.339340299399014,4.561335569604596,8.54758587769359,2.202372091455383,5.40131567647375,2.174605849997608
15,5,6.832537908578143,5.10579762127049,6.570857317318709,3.0011827448672825,5.297327762680341,7.422755085357195,9.251079356864306
16,2,3.3491509397738497,6.24874269480424,5.996484334575568,5.484350858609118,4.364909545037658,2.0902707098805293,2.3608483433597147
17,2,2.036188169391648,3.5643231433752556,7.004372854124684,7.099489619382913,3.5411175158289288,7.303486242958883,7.201386963746983
18,0,5.367688973961698,5.014662658097429,8.422526623257154,8.60685548329494,6.267536237243217,4.204063711132988,5.0481319369761835
19,1,6.091536115824039,3.4252980497064973,3.1397291980442454,6.7039567507505256,10.011014247638322,5.2646898204639365,4.604563592946965
20,1,2.569639372701493,5.117681813280668,7.007722741871703,5.073319686431491,2.2301888935710883,4.341552416740207,2.5290137808090023
