T,FC,x1,x2,x3,x4
1,2,6.446786789367558,7.05402152194032,3.2199037097109784,3.3561056969189558
2,2,6.8943651694160915,3.168210824998412,6.6484521415052384,7.319213558424295
3,3,5.253359055797314,4.819842739832093,10.015843886725527,5.123393590306629
4,6,3.5254163971068992,3.8288903172325766,3.108971048029998,3.4806859428484263
5,5,8.070397835336925,2.453442721323335,2.377140718487557,4.285704839595526
6,14,4.3016539148733655,9.68145208504902,3.579074004702444,7.19914415527373
7,6,6.016885057296431,3.129006601831386,8.703753756886194,7.296673433354872
8,6,4.204848710064673,3.241272064349717,4.793807551915521,7.068248656075076
9,10,7.248028267695952,5.16224419671054,8.472372994986948,2.591797106564652
10,9,7.157052978831565,6.1445822671615895,8.51209132361417,6.581134787643601
11,2,2.6196298723407496,6.113728633118592,7.436356478824166,6.974924852498672
12,6,4.545133059042815,7.702780733094704,3.3526046988827303,6.998928727668981
13,5,6.151857126332143,3.1288072950188006,5.280682860761891,5.7435737807770195
14,6,3.1629169499369927,7.174395454359013,7.422201318246098,6.595779193526323
15,6,4.920773813799201,7.85540727738997,5.283378429884151,2.2229698876210335
16,10,4.316973226741245,5.286469277789157,6.1466887009915,5.487264269158355
17,2,2.1969752554320237,6.1415853105397495,4.625409218286553,11.570308978245365
18,3,8.201708145232775,8.24144020306143,5.284725718914444,2.8946574954921855
19,1,4.180201132829034,6.45376336437783,4.352005957040299,5.17968942347965
20,1,6.075594791841022,7.746790992463845,4.08636699602548,7.924678932458195
