T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,4,2.1833889555281085,3.8872338127621866,5.3888945435877975,6.028110530824484,5.468131016484895,7.31868666020541,4.1564314327641,3.1130914928730125
2,7,9.026649087145923,9.64947275231812,2.1533379033846884,2.988335452073631,6.411232335751431,2.8726325261984558,11.389499033696222,4.908495004315231
3,5,2.385370660360454,5.343872037194556,5.3320898717098455,4.770523335655183,2.2132687628912873,4.931214526462514,3.9044856308239053,3.6350516349326383
4,10,3.3229039633883586,5.226811489447311,4.113191935825544,6.3448466427069246,6.4125416424692325,4.814996628982714,6.745372949078545,7.663992683405816
5,6,9.178205999947306,4.3207441988751905,4.16918270031699,2.618483592776464,4.0420598352333466,4.009005971676344,8.194226888470542,2.184025376985494
6,5,7.649389312421614,3.202475705580528,9.274390768862405,5.403959378951164,5.13546835790597,5.001788440791328,7.179857794147471,4.212093247842209
7,7,4.8662236448380884,7.68180579997167,5.0980611713908,11.392493391101956,3.880851579491755,5.182505436420643,8.982802686180133,6.022886146636479
8,8,3.455067638830789,2.3623423650042676,6.498264136154345,4.258057159586032,6.799377818362919,3.3128144300502873,4.494490658479695,5.142619521175046
9,8,4.516092119955669,7.875001632928416,2.7278931276541476,5.559618944756604,4.054192364913104,5.747542874902728,5.253863581146464,5.174816799958257
10,5,4.4389179872518145,3.1639729978363533,9.097771139780114,4.438971287703152,2.373306192034738,4.734111772623549,7.281038814588887,5.604566051510696
11,3,4.839575485552175,2.363525472726676,5.234938921113999,6.3773196441832,5.610056912171279,7.976171528120728,2.523990505176183,7.704944552282671
12,4,3.5519334387055332,7.773124339700997,8.187473425394652,10.362349897593147,8.029365325662374,5.878053071395287,6.777408744832128,3.3175982211571773
13,4,5.526502597412536,5.12627263530777,2.9544669854154577,3.217473197833892,5.133897679349747,2.4971986841524783,7.607910115362986,8.356319401463592
14,0,2.843978987435209,3.366043619624375,2.7100351497575197,6.9274753956068365,5.350013672780248,7.323459576319647,7.358269061802704,7.348113951771558
15,2,4.658660782484929,5.176911633174843,5.4383936891637905,5.164076081566422,7.553562628569205,8.977760507597045,4.40061258250917,3.528890446062453
16,1,9.155035781947907,3.7668416005647853,5.193848767145911,9.528907743175795,7.4669752310835795,4.185623621714402,4.5577332584706465,8.08372243018063
17,2,4.1692311595202325,5.614189446901102,9.237784333541237,4.628149859257158,9.763855799566151,7.346609542693217,7.010555743263819,6.488177267731046
18,0,6.460706783423601,3.916532416458476,3.0078439331841342,7.217865933156557,4.917433650081609,8.029815727641202,2.2445496471037494,4.078609728896614
19,0,4.096659138358825,6.975800553228897,3.8045007428168867,5.390817850261161,3.948642392815196,5.224420761498514,10.064034397373756,3.235277552828599
20,0,6.820463268796826,8.006045613466334,5.380361236738342,3.643260840830684,4.478560929781897,7.013757116689353,5.035097025128698,9.148700620328194
