T,FC,x1,x2,x3,x4
1,1,10.138428143505049,6.596335594017649,6.19839194601262,10.8838928422415
2,1,2.3452216557261463,5.389238069675521,2.976050779619691,5.5772485160881216
3,0,6.866497489626867,7.605965265843947,4.578474889490685,3.7108874269630197
4,1,4.179889661699955,4.982477734045057,3.82947527707746,4.386470877497509
5,4,2.9046945611228843,2.383990232200527,7.460738494872277,4.490925635613327
6,1,5.7261487345682855,9.824761751097883,5.828369437471533,7.413427851426856
7,2,3.0682157863405033,6.073129646555345,6.686174603815599,7.130062475208256
8,1,5.227805122015678,6.0279728279561,5.849060919180752,2.3703329676958633
9,5,4.2264135008825905,6.377333538414266,8.056450640642549,5.736464748922247
10,0,7.057679005222125,5.715804457159308,7.104508130986527,6.301438028375212
11,1,2.0826151970860374,7.290936460325674,7.777199201684792,8.14470333082991
12,1,5.166613561247685,5.698169502974574,7.211561642063702,7.200800465797805
13,2,3.1544142701400495,5.391944261952138,3.2429575959841013,2.590425478356746
14,2,7.343840230757294,4.931003133255519,5.169901912184387,3.881881815372598
15,3,10.223783438354113,3.7906230791718554,9.396026494223438,7.135220207386408
16,4,5.881423767075429,7.733709594319409,4.075203686782249,8.309017207103002
17,0,5.923233521862304,4.465350582350484,3.4168695483744234,7.583278063912691
18,0,3.388547462825433,4.691362328005704,8.464633061855832,5.9527612407174795
19,3,7.508609498244677,4.9373665338243535,5.545238525207339,3.818868742254973
20,0,8.406192545805286,2.7837922509500035,5.34182533867649,9.654770195144028
