T,FC,x1,x2,x3,x4,x5
1,1,2.022200495529226,3.9191778579887524,5.042673507142842,6.38141611899421,5.04456211763883
2,1,3.8453568013137107,5.292866268526208,8.252539567811116,4.051964073252994,4.719936726315938
3,1,2.334620055656919,2.1150747386235174,6.7742113280763645,5.565375651111935,5.794691188557161
4,0,2.5420430935676763,3.2065670576345577,6.068829983631884,2.3314270089110614,5.390203405173502
5,0,9.091281553552616,5.052593282037576,6.241642507041331,4.920629151990852,4.406273409848919
6,0,3.1129621698128496,6.906356711272493,3.5576683441264554,5.174714237177212,7.931312998200717
7,3,4.478640031382655,2.5786848709339365,3.5797296590945273,6.530766069753876,7.05283039614455
8,1,3.0883411634223026,4.307429292511542,2.4731680621711525,5.940379493812076,8.465773742336319
9,3,3.391694180540137,5.262008342803648,7.213949022344767,7.591534586880916,2.097151022948157
10,0,8.118385090114597,3.302161920706411,2.3899384379763675,4.577551082229341,7.662335597056571
11,2,3.6903133152061542,5.460195096691199,2.6643152858728687,6.080161729675183,3.529871384604492
12,1,3.0926777803083176,6.016567196696665,3.3594478404449615,5.0792172021570625,9.943849640302258
13,0,5.317923543570503,5.46355692170523,6.454324496787196,3.2118773012023665,2.1068195986487464
14,2,5.102192205562066,6.948153058443833,8.384953011866637,6.1379498773390155,7.7004792529897585
15,1,4.05845757954525,6.134506374539634,5.0528868619128335,6.397343495195153,4.688621400504841
16,1,3.600780959237839,4.344509532119931,6.052015122957957,5.075885447175964,6.025029679330218
17,1,4.966469572484002,7.579632405717676,5.2991521131531,3.287043557204824,2.499471572481191
18,2,7.336816894254311,4.778630722772436,4.62936369964664,7.1066414828815505,5.463235689580504
19,2,4.032797163751826,2.218037552695541,2.81038302148853,2.004757651906694,6.491424874982314
20,1,2.829501410212855,5.085679364031456,7.859167546645247,9.680088211230048,6.084197707982335
