T,FC,x1,x2,x3,x4,x5,x6
1,3,5.059942512558876,8.342267604114374,5.152009795580747,5.308582926226703,7.45827787541411,5.314319064863396
2,3,6.9865079104948595,5.982647081081693,5.071883727497107,5.316376353822465,6.779097798102849,6.218510800580118
3,4,8.087722586443263,7.150375960882566,8.953825828488817,6.156388983757729,3.494410413424583,7.346394608938622
4,2,5.077267056396849,6.7274590610888865,4.0937035417457865,7.9533284483054905,7.569918390022753,5.390777571266272
5,4,4.14962655316164,5.258015288455598,5.167967069387737,3.8844380264964613,7.229388476399324,7.088184251071041
6,1,7.450714182511187,3.878702280117178,7.028357142049726,7.380601054174564,5.1821712215424895,7.020894174737856
7,0,5.75708917646659,3.3327901578523726,4.965811541255063,5.489981378667058,6.700208504105754,5.36813897835035
8,1,6.213070124125718,9.4244181382657,5.397774898543036,5.034893287749263,2.5469303371441008,7.005552433269455
9,3,6.686700869313869,4.089645524751594,4.691100858735663,8.554176366147544,3.762492377235382,5.185498515658896
10,4,6.024305377916704,3.1589558012754875,6.9254367949618025,9.014402145638968,3.3368379031398194,8.732501874425054
11,4,5.633405707079728,3.0129968981805355,3.4889589243643444,6.828814459579114,5.113674620347481,7.679925927216912
12,2,2.3285154285432017,8.573512324461204,7.7222952063249775,7.602091164871247,2.6080556206751173,7.580982014821854
13,2,4.8386179816081825,8.984955699631433,4.257215824423458,4.147312535059098,7.4788208986484035,6.210811085529968
14,1,9.640049773724087,8.221145351770742,5.739887612329191,2.290209745364372,4.98985085357585,3.063572651920564
15,2,6.147315314125046,6.289964864183883,6.193240735369976,5.763910305351841,7.913840010539882,6.932710972543753
16,2,3.1775575131737686,2.692478193964351,4.860692451675799,2.3193022361494595,4.2250351987783,5.982687395617127
17,1,4.9823506761628655,3.3125671862023696,4.241631052899965,5.459941980289081,3.5614329025794635,6.313559015786565
18,3,3.0585301071337487,4.104269128052828,6.287565840975074,3.535985057341641,9.081942317433558,2.166238758897331
19,3,5.096912033744487,11.89398658775855,3.0313020128159835,6.099308684425543,5.382480379287362,9.907046225504242
20,3,8.04470754903766,4.636147866031985,5.455037911051326,7.900374236811755,6.003026873748305,6.51266375599265
