T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,1,5.345302664824526,9.786967430985058,2.40567287983096,2.685485791342318,3.093975056545557,4.238265444851666,6.395330847082865,6.901032122121168,7.348257933249624
2,1,2.9320482259462706,6.834591230831557,7.3129748207285,6.402501121934339,7.955427949596186,7.39771805916927,4.70574639201133,3.212545266438615,2.008286546702905
3,1,4.952918291205347,7.830360258591475,6.673530191946895,3.338680725579918,7.6325626470946055,9.395553413563196,6.479168176469628,6.193299023104193,5.1594249989274275
4,1,7.902947128956702,7.7039885322601345,4.68729557288281,5.019024722155406,5.174155595520164,5.184831626522823,9.039033984341174,9.291996518037859,4.294562948260653
5,1,8.64077136508547,5.463408026497797,5.4177166563797226,6.4292872610470715,6.840181335660978,6.808817779310645,3.525296348616354,8.379580011181197,7.326973023565681
6,5,7.199458992722987,4.470452682142385,3.4209756146365353,5.239867642040373,3.311166896597307,4.011712745924256,4.6807166325801575,8.480721037653009,6.259971450499914
7,2,4.047863011540092,7.211034210146498,3.041433097775403,5.6861334884026125,7.246682738817564,9.245084845976585,7.603424921378231,8.331223593875261,5.5716242639396265
8,5,6.007394214667175,9.984869916665726,3.917298993576608,5.263682190314391,7.929009562112468,5.548308095329364,5.077828043248801,5.097901825856297,6.282109698987068
9,1,5.310002578528205,4.192944843027494,6.242977443754539,6.2406444454880745,3.974772507191138,4.143659736508504,5.570288876945217,3.7844905735996557,5.571972403318522
10,2,4.194908182915423,5.442930924579554,7.119618852639637,7.281398044929809,6.5132684543855195,2.8554926041936075,2.09051843305694,2.737230357649364,5.7640735151806854
11,0,4.24432098986907,7.0055642444562105,2.6428672508447724,4.46992210557477,10.802184947636341,6.833600400982213,3.5745502021326976,6.20014510244586,8.098629854119865
12,0,6.382222473009865,8.14535832508848,3.1853636672519,2.2976546476419983,2.2525605239611273,4.457923031182886,3.898453324632648,5.891893037841105,6.313597970570243
13,2,2.445595564583231,6.0250920252797595,2.8382739920439954,2.0447461157712805,4.264219296560118,4.035054115182522,7.32071187727699,8.625908589452266,6.501260002582624
14,0,5.137458539102902,8.049986987811208,7.7384914021839,3.0022976296418693,4.703391789548535,7.562162914686483,7.149269874561288,2.014695237407603,2.2909357603992055
15,2,9.222366895403063,3.5394043516002505,6.355864453083838,3.02895363105305,8.255383011318113,6.29681321350061,2.081222106470277,7.244693287358101,4.30276028413829
16,1,4.690659820028903,2.011785133255902,3.4673555274339254,4.780575543030343,3.4182887947802745,8.36955446653813,7.732065353260585,7.294284604907302,3.5344289574008783
17,2,6.077036599942717,9.691570606213235,5.465219782081196,6.379642970159756,6.475624927350504,2.9067224774201197,7.988780434662886,5.398249769338864,9.118540378135156
18,2,4.437212295581675,8.928718559843862,4.128063473384584,8.748213360764971,3.620802086804371,6.100597842178973,5.04656801338525,5.472253165605768,6.722297736862707
19,1,2.956972121307974,5.3858699502913225,7.525496981861612,7.548706765894408,7.451694816016849,5.576115604142009,7.9344960529648825,8.53689367596896,3.1014754914840963
20,1,5.531361607686087,7.135940722924213,6.61362184180697,5.9728853077096264,7.025842565909561,6.379847718270605,3.636853774889638,4.034007370059007,4.9322324384482545
